epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,1290.88,2.14181,2.01664,1.31536,0.58184,0.40263,0.41429,0.18201,2.01536,1.82251,1.35363,0.000527208,0.000527208,0.000527208
36,1326.17,2.12328,2.00102,1.30411,0.54768,0.3703,0.41076,0.17915,2.0378,1.85798,1.37601,0.000505,0.000505,0.000505
37,1361.9,2.12179,1.9762,1.30696,0.52495,0.36777,0.37697,0.16964,2.02606,1.85102,1.3725,0.000482792,0.000482792,0.000482792
38,1397.93,2.07045,1.95433,1.30094,0.46828,0.36858,0.3659,0.167,2.09388,1.84498,1.40315,0.000460629,0.000460629,0.000460629
39,1433.75,2.08871,1.94345,1.30466,0.51623,0.37972,0.38704,0.1779,2.03957,1.85368,1.3791,0.000438555,0.000438555,0.000438555
40,1468.95,2.06419,1.97515,1.30775,0.60053,0.40368,0.42005,0.18967,2.02084,1.78871,1.36483,0.000416614,0.000416614,0.000416614
41,1506.11,2.09561,1.95255,1.30696,0.50113,0.39141,0.39726,0.17118,2.04928,1.82991,1.38144,0.000394852,0.000394852,0.000394852
42,1542.47,2.08596,1.95105,1.32822,0.5605,0.37585,0.40195,0.17119,2.06338,1.82505,1.3886,0.000373312,0.000373312,0.000373312
43,1579.09,2.10554,1.97943,1.31862,0.49838,0.41687,0.40277,0.17797,2.07129,1.84058,1.376,0.000352037,0.000352037,0.000352037
44,1615.14,2.08049,1.94889,1.29396,0.54538,0.41185,0.41143,0.17511,2.0375,1.79943,1.37345,0.000331069,0.000331069,0.000331069
45,1650.23,2.04198,1.91789,1.297,0.56796,0.35879,0.41298,0.17588,2.01213,1.78865,1.38039,0.000310453,0.000310453,0.000310453
46,1685.65,2.07542,1.94279,1.28814,0.55437,0.37157,0.39851,0.17747,2.01035,1.84009,1.36368,0.000290228,0.000290228,0.000290228
47,1720.78,2.05237,1.87266,1.27726,0.55411,0.39436,0.4162,0.18568,1.99717,1.75331,1.37084,0.000270435,0.000270435,0.000270435
48,1756.05,2.06625,1.88123,1.27803,0.5475,0.41441,0.41313,0.18874,2.00459,1.8014,1.36856,0.000251115,0.000251115,0.000251115
49,1791.09,2.03243,1.83028,1.28984,0.50181,0.41123,0.40124,0.17823,1.99246,1.81088,1.36087,0.000232306,0.000232306,0.000232306
50,1826.59,2.04247,1.8531,1.29106,0.61097,0.3588,0.41313,0.1857,2.02192,1.80379,1.37592,0.000214046,0.000214046,0.000214046
51,1861.61,2.02867,1.79572,1.24947,0.54732,0.40553,0.40711,0.18564,2.02238,1.78857,1.37872,0.000196373,0.000196373,0.000196373
52,1896.69,2.02823,1.80431,1.25514,0.49634,0.45869,0.4231,0.18839,1.97933,1.71786,1.34454,0.00017932,0.00017932,0.00017932
53,1931.95,2.0313,1.8444,1.26391,0.61684,0.37653,0.42519,0.19065,1.98216,1.74962,1.34719,0.000162924,0.000162924,0.000162924
54,1968.09,2.02165,1.81761,1.25243,0.62492,0.37628,0.42363,0.19099,2.01348,1.76998,1.3531,0.000147217,0.000147217,0.000147217
55,2003.57,2.03173,1.82275,1.28052,0.59579,0.37199,0.4183,0.19063,1.98351,1.7929,1.35363,0.00013223,0.00013223,0.00013223
56,2038.56,1.9997,1.82003,1.25355,0.58478,0.38461,0.41879,0.19215,1.95337,1.7501,1.3462,0.000117993,0.000117993,0.000117993
57,2074.14,2.00814,1.82359,1.28029,0.59528,0.39313,0.42017,0.18587,1.98632,1.76238,1.34597,0.000104537,0.000104537,0.000104537
58,2109.45,1.98933,1.80381,1.25856,0.61435,0.39475,0.42441,0.19043,1.96539,1.73063,1.34067,9.18862e-05,9.18862e-05,9.18862e-05
59,2145.23,1.99671,1.78338,1.25622,0.57361,0.42048,0.4291,0.19041,1.97258,1.76632,1.34427,8.00678e-05,8.00678e-05,8.00678e-05
60,2180.51,1.99524,1.80713,1.26546,0.57039,0.38812,0.4254,0.18892,1.98877,1.73687,1.34628,6.91052e-05,6.91052e-05,6.91052e-05
61,2210.49,1.87762,1.69172,1.3071,0.5692,0.38182,0.4186,0.1895,1.9984,1.76166,1.34845,5.90204e-05,5.90204e-05,5.90204e-05
62,2239.61,1.86807,1.65062,1.29017,0.56205,0.40901,0.41945,0.18909,1.98053,1.74892,1.343,4.98338e-05,4.98338e-05,4.98338e-05
63,2269.5,1.8779,1.62526,1.28868,0.55802,0.42371,0.42053,0.18873,1.98642,1.73721,1.35513,4.15637e-05,4.15637e-05,4.15637e-05
64,2298.77,1.86518,1.59691,1.29377,0.56046,0.40251,0.41501,0.19054,1.97429,1.73131,1.34437,3.4227e-05,3.4227e-05,3.4227e-05
65,2327.83,1.8498,1.63815,1.29713,0.5796,0.41733,0.41408,0.18932,1.96817,1.74472,1.35019,2.78384e-05,2.78384e-05,2.78384e-05
66,2357.27,1.84905,1.60617,1.27052,0.58705,0.39476,0.41707,0.19201,1.95865,1.73608,1.34279,2.24107e-05,2.24107e-05,2.24107e-05
67,2386.45,1.85855,1.61723,1.28703,0.59018,0.39952,0.41667,0.19059,1.96218,1.7324,1.34458,1.79549e-05,1.79549e-05,1.79549e-05
68,2415.64,1.85869,1.60772,1.27776,0.56028,0.41053,0.42094,0.191,1.96338,1.73311,1.34381,1.44799e-05,1.44799e-05,1.44799e-05
69,2444.65,1.85034,1.58668,1.28286,0.56708,0.40844,0.41853,0.19116,1.96132,1.73198,1.34442,1.19927e-05,1.19927e-05,1.19927e-05
70,2473.86,1.84736,1.55466,1.27652,0.56536,0.40562,0.41702,0.19184,1.96938,1.74064,1.35105,1.04984e-05,1.04984e-05,1.04984e-05
